task_id_key,pred_type,task_code,remaining_duration,TaskCodeAndName,predecessor_task_code,Successor_Level_2,Predecessor_Level_2,Link_Type,WBS_Link_Direction,CriticalLink,Is Driving Predecessor,Type Validity,early_start_date,early_end_date,predecessor_status_code,task_type,predecessor_task_type,lag,start,finish,predecessor_start,predecessor_finish,free_float,pred_task_id_key,status_code,total_float,task_pred_id_key,PredTaskCodeAndName,predecessor_Total Float,predecessor_name
C4068-C-2603_20260325.xer.128711411,PR_FS,624030,2,624030 - Install RPM's (Weekend/ Night Works),630070,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Critical,Not Driving,Valid,25/07/2026,26/07/2026,TK_NotStart,TT_Task,TT_Task,0,25-Jul-26,26-Jul-26,30-Jun-26,2-Jul-26,6,C4068-C-2603_20260325.xer.128711404,TK_NotStart,0,C4068-C-2603_20260325.xer.226242254,630070 - Landscaping,4,Landscaping
C4068-C-2603_20260325.xer.128711410,PR_FS,624020,2,624020 - Apply Linemarking (Weekend/ Night Works),630070,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Critical,Not Driving,Valid,25/07/2026,26/07/2026,TK_NotStart,TT_Task,TT_Task,0,25-Jul-26,26-Jul-26,30-Jun-26,2-Jul-26,6,C4068-C-2603_20260325.xer.128711404,TK_NotStart,0,C4068-C-2603_20260325.xer.226242253,630070 - Landscaping,4,Landscaping
C4068-C-2603_20260325.xer.128711409,PR_FS,624010,2,624010 - AC 14 Ch 70 - Ch 1078 (Weekend/ Night Works),630070,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Critical,Not Driving,Valid,25/07/2026,26/07/2026,TK_NotStart,TT_Task,TT_Task,0,25-Jul-26,26-Jul-26,30-Jun-26,2-Jul-26,6,C4068-C-2603_20260325.xer.128711404,TK_NotStart,0,C4068-C-2603_20260325.xer.226242251,630070 - Landscaping,4,Landscaping
C4068-C-2603_20260325.xer.128711233,PR_FS,621230,2,621230 - Import Spread and Compact Verge Layer 2 - Fill 1,A3570,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,23/04/2026,27/04/2026,TK_NotStart,TT_Task,TT_Task,0,23-Apr-26,27-Apr-26,17-Apr-26,20-Apr-26,2,C4068-C-2603_20260325.xer.128711374,TK_NotStart,2,C4068-C-2603_20260325.xer.226242275,A3570 - Install Guardrail CH 475 - CH 230 (Gap at Fire Trail CH 480 - CH 380) - Fill 1,2,Install Guardrail CH 475 - CH 230 (Gap at Fire Trail CH 480 - CH 380) - Fill 1
C4068-C-2603_20260325.xer.128711296,PR_FS,622250,1,622250 - Install / Relocate Road Signage - Fill 2,622260,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,04/05/2026,04/05/2026,TK_NotStart,TT_Task,TT_Task,0,4-May-26,4-May-26,29-Apr-26,29-Apr-26,2,C4068-C-2603_20260325.xer.128711297,TK_NotStart,5,C4068-C-2603_20260325.xer.226242224,622260 - Install Guide Posts - Fill 2,7,Install Guide Posts - Fill 2
C4068-C-2603_20260325.xer.128711247,PR_FS,621250,1,621250 - Install / Relocate Road Signage - Fill 1,621260,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,29/04/2026,29/04/2026,TK_NotStart,TT_Task,TT_Task,0,29-Apr-26,29-Apr-26,23-Apr-26,23-Apr-26,2,C4068-C-2603_20260325.xer.128711248,TK_NotStart,7,C4068-C-2603_20260325.xer.226242207,621260 - Install Guide Posts - Fill 1,9,Install Guide Posts - Fill 1
C4068-C-2603_20260325.xer.128711234,PR_FS,A2800,2,A2800 - Install Verge Layer 1 and Cut Box - Fill 1,621210,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,21/04/2026,22/04/2026,TK_NotStart,TT_Task,TT_Task,0,21-Apr-26,22-Apr-26,15-Apr-26,16-Apr-26,2,C4068-C-2603_20260325.xer.128711371,TK_NotStart,2,C4068-C-2603_20260325.xer.226242200,621210 - AC20 Ch 70 - Ch 273 (Weekend/ Night Works) - Fill 1,2,AC20 Ch 70 - Ch 273 (Weekend/ Night Works) - Fill 1
C4068-C-2603_20260325.xer.128711403,PR_FS,630060,4,630060 - Topsoil and Hydromulch,633040,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,24/06/2026,29/06/2026,TK_NotStart,TT_Task,TT_Task,0,24-Jun-26,29-Jun-26,17-Jun-26,18-Jun-26,2,C4068-C-2603_20260325.xer.128711393,TK_NotStart,4,C4068-C-2603_20260325.xer.226241710,633040 - Spray Seal,6,Spray Seal
C4068-C-2603_20260325.xer.128711300,PR_FS,A3630,6,A3630 - Backfill Creek Crossing - Fill 2,622280,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,05/05/2026,12/05/2026,TK_NotStart,TT_Task,TT_Task,0,5-May-26,12-May-26,29-Apr-26,29-Apr-26,3,C4068-C-2603_20260325.xer.128711299,TK_NotStart,5,C4068-C-2603_20260325.xer.226242226,622280 - Landscaping - Fill 2,8,Landscaping - Fill 2
C4068-C-2603_20260325.xer.128711403,PR_FS,630060,4,630060 - Topsoil and Hydromulch,630050,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,24/06/2026,29/06/2026,TK_NotStart,TT_Task,TT_Task,0,24-Jun-26,29-Jun-26,11-Jun-26,17-Jun-26,3,C4068-C-2603_20260325.xer.128711405,TK_NotStart,4,C4068-C-2603_20260325.xer.226241703,630050 - Construct Bridge Maintenance Access Walkways,7,Construct Bridge Maintenance Access Walkways
C4068-C-2603_20260325.xer.128711403,PR_FS,630060,4,630060 - Topsoil and Hydromulch,631030,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,24/06/2026,29/06/2026,TK_NotStart,TT_Task,TT_Task,0,24-Jun-26,29-Jun-26,11-Jun-26,12-Jun-26,6,C4068-C-2603_20260325.xer.128711383,TK_NotStart,4,C4068-C-2603_20260325.xer.226241708,631030 - Spray Seal,10,Spray Seal
C4068-C-2603_20260325.xer.128711287,PR_FS,A3440,3,A3440 - Trim & Conform HW27 Gate Pavement - Fill 2,622230,Construction,Construction,Internal Link,Construction ? Construction,Non-Critical ? Near Critical,Not Driving,Valid,23/04/2026,28/04/2026,TK_NotStart,TT_Task,TT_Task,0,23-Apr-26,28-Apr-26,31-Mar-26,2-Apr-26,12,C4068-C-2603_20260325.xer.128711283,TK_NotStart,7,C4068-C-2603_20260325.xer.226242175,622230 - Import Spread and Compact Verge Layer 2 - Fill 2,19,Import Spread and Compact Verge Layer 2 - Fill 2
C4068-C-2603_20260325.xer.128711363,PR_FS,621220,3,621220 - Place Wearing Course,623730,Construction,Construction,Internal Link,Construction ? Construction,Non-Critical ? Near Critical,Not Driving,Valid,30/04/2026,04/05/2026,TK_NotStart,TT_Task,TT_Task,0,30-Apr-26,4-May-26,15-Apr-26,17-Apr-26,8,C4068-C-2603_20260325.xer.128711354,TK_NotStart,5.5,C4068-C-2603_20260325.xer.226242315,623730 - Install Twin Railing Safety Barrier,12.5,Install Twin Railing Safety Barrier
C4068-C-2603_20260325.xer.128711403,PR_FS,630060,4,630060 - Topsoil and Hydromulch,630040,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,24/06/2026,29/06/2026,TK_NotStart,TT_Task,TT_Task,0,24-Jun-26,29-Jun-26,1-Jun-26,10-Jun-26,8,C4068-C-2603_20260325.xer.128711402,TK_NotStart,4,C4068-C-2603_20260325.xer.226241615,630040 - Adjust Batter Gradient,7,Adjust Batter Gradient
C4068-C-2603_20260325.xer.128711241,PR_FS,A3270,3,A3270 - Defects Rectification (Fence Line to Northern Hinge) - Fill 1,A3220,Construction,Construction,Internal Link,Construction ? Construction,Non-Critical ? Near Critical,Not Driving,Valid,13/05/2026,15/05/2026,TK_NotStart,TT_Task,TT_Task,0,13-May-26,15-May-26,28-Apr-26,29-Apr-26,9,C4068-C-2603_20260325.xer.128711235,TK_NotStart,2,C4068-C-2603_20260325.xer.226242146,"A3220 - Topsoil Batters, Drains  Firetail Verges - Fill 1",11,"Topsoil Batters, Drains  Firetail Verges - Fill 1"
C4068-C-2603_20260325.xer.128711363,PR_FS,621220,3,621220 - Place Wearing Course,623920,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,30/04/2026,04/05/2026,TK_NotStart,TT_Task,TT_Task,0,30-Apr-26,4-May-26,1-Apr-26,14-Apr-26,11,C4068-C-2603_20260325.xer.128711362,TK_NotStart,5.5,C4068-C-2603_20260325.xer.226242234,623920 - Waterproofing Membrane,7.5,Waterproofing Membrane
C4068-C-2603_20260325.xer.128711404,PR_FS,630070,3,630070 - Landscaping,A3780,Construction,Procurement,Cross-WBS Link,Procurement ? Construction,Non-Critical ? Near Critical,Not Driving,Valid,30/06/2026,02/07/2026,TK_NotStart,TT_Task,TT_Task,0,30-Jun-26,2-Jul-26,28-Apr-26,4-May-26,36,C4068-C-2603_20260325.xer.128711176,TK_NotStart,4,C4068-C-2603_20260325.xer.226242311,A3780 - Landscaping Subcontractor - Lead time,40,Landscaping Subcontractor - Lead time
C4068-C-2603_20260325.xer.128711300,PR_FS,A3630,6,A3630 - Backfill Creek Crossing - Fill 2,621220,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,05/05/2026,12/05/2026,TK_NotStart,TT_Task,TT_Task,0,5-May-26,12-May-26,30-Apr-26,4-May-26,0.5,C4068-C-2603_20260325.xer.128711363,TK_NotStart,5,C4068-C-2603_20260325.xer.226242231,621220 - Place Wearing Course,5.5,Place Wearing Course
C4068-C-2603_20260325.xer.128711252,PR_FS,A3590,5,A3590 - Backfill Creek Crossing - Fill 1,A3580,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,04/05/2026,11/05/2026,TK_NotStart,TT_Task,TT_Task,0,4-May-26,11-May-26,1-May-26,1-May-26,0.5,C4068-C-2603_20260325.xer.128711251,TK_NotStart,6.5,C4068-C-2603_20260325.xer.226242212,A3580 - Demob Compound - Fill 1,6,Demob Compound - Fill 1
C4068-C-2603_20260325.xer.128711290,PR_FS,A3470,3,A3470 - Defects Rectification (Fence Line to Northern Hinge) - Fill 2,A3480,Construction,Construction,Internal Link,Construction ? Construction,Non-Critical ? Near Critical,Not Driving,Valid,06/05/2026,08/05/2026,TK_NotStart,TT_Task,TT_Task,0,6-May-26,8-May-26,7-Apr-26,8-Apr-26,18,C4068-C-2603_20260325.xer.128711285,TK_NotStart,7,C4068-C-2603_20260325.xer.226242176,"A3480 - Topsoil Batters, Drains  Firetail Verges - Fill 2",25,"Topsoil Batters, Drains  Firetail Verges - Fill 2"
C4068-C-2603_20260325.xer.128711401,PR_FS,630020,10,630020 - Demolish Redundant Box Culvert Structure,630030,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,03/07/2026,16/07/2026,TK_NotStart,TT_Task,TT_Task,0,3-Jul-26,16-Jul-26,25-May-26,29-May-26,21,C4068-C-2603_20260325.xer.128711400,TK_NotStart,4,C4068-C-2603_20260325.xer.226241975,630030 - Demolish Existing Pavement,4,Demolish Existing Pavement
C4068-C-2603_20260325.xer.128711296,PR_FS,622250,1,622250 - Install / Relocate Road Signage - Fill 2,622270,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,04/05/2026,04/05/2026,TK_Active,TT_Task,TT_Task,0,4-May-26,4-May-26,21-Apr-26,28-Apr-26,3,C4068-C-2603_20260325.xer.128711298,TK_NotStart,5,C4068-C-2603_20260325.xer.226242222,622270 - Top Soil and Hydromulch - Fill 2,5,Top Soil and Hydromulch - Fill 2
C4068-C-2603_20260325.xer.128711247,PR_FS,621250,1,621250 - Install / Relocate Road Signage - Fill 1,621270,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,29/04/2026,29/04/2026,TK_Active,TT_Task,TT_Task,0,29-Apr-26,29-Apr-26,16-Apr-26,22-Apr-26,3,C4068-C-2603_20260325.xer.128711249,TK_NotStart,7,C4068-C-2603_20260325.xer.226242205,621270 - Topsoil and Hydromulch - Fill 1,6,Topsoil and Hydromulch - Fill 1
C4068-C-2603_20260325.xer.128711313,PR_FS,A3560,1,A3560 - Trim Verge - Fill 2,A3550,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,17/04/2026,17/04/2026,TK_Active,TT_Task,TT_Task,0,17-Apr-26,17-Apr-26,26-Mar-26,2-Apr-26,8,C4068-C-2603_20260325.xer.128711312,TK_NotStart,5,C4068-C-2603_20260325.xer.226242183,A3550 - Place Verge Layer 1 and 2 - Fill 2,5,Place Verge Layer 1 and 2 - Fill 2
C4068-C-2603_20260325.xer.128711264,PR_FS,A3350,1,A3350 - Trim Verge - Fill 1,A3340,Construction,Construction,Internal Link,Construction ? Construction,Near Critical ? Near Critical,Not Driving,Valid,15/04/2026,15/04/2026,TK_Active,TT_Task,TT_Task,0,15-Apr-26,15-Apr-26,26-Mar-26,31-Mar-26,8,C4068-C-2603_20260325.xer.128711263,TK_NotStart,6,C4068-C-2603_20260325.xer.226242156,A3340 - Place Verge Layer 1 and 2 - Fill 1,2,Place Verge Layer 1 and 2 - Fill 1
C4068-C-2603_20260325.xer.128711408,PR_FF,A3680,3,A3680 - Final Defects Rectification,630010,Construction,Construction,Internal Link,Construction ? Construction,Critical ? Critical,Not Driving,Valid,27/07/2026,29/07/2026,TK_NotStart,TT_Task,TT_Task,0,27-Jul-26,29-Jul-26,25-Jul-26,26-Jul-26,3,C4068-C-2603_20260325.xer.128711412,TK_NotStart,0,C4068-C-2603_20260325.xer.226242272,630010 - Remove Traffic Barriers (Weekend/ Night Works),0,Remove Traffic Barriers (Weekend/ Night Works)
C4068-C-2603_20260325.xer.128711420,PR_FF,192020,5,192020 - Finalize and Submit As Built Programme,192000,Project Close Out,Project Close Out,Internal Link,Project Close Out ? Project Close Out,Non-Critical ? Critical,Not Driving,Valid,03/09/2026,09/09/2026,TK_NotStart,TT_Task,TT_Task,0,3-Sep-26,9-Sep-26,26-Mar-26,17-Aug-26,17,C4068-C-2603_20260325.xer.128711418,TK_NotStart,0,C4068-C-2603_20260325.xer.226241675,192000 - As-built Drawings & Final Documentation,17,As-built Drawings & Final Documentation
C4068-C-2603_20260325.xer.128711224,PR_FF,621050,0,621050 - UZF Conformance - Fill 1 (Ch 70 - 490),A3730,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711465,TK_Complete,,C4068-C-2603_20260325.xer.226242292,A3730 - Rain Event (19 January 2026),,Rain Event (19 January 2026)
C4068-C-2603_20260325.xer.128711201,PR_FF,611050,0,611050 - Fire Trail Import Spread and Compact DGB,A3730,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711465,TK_Complete,,C4068-C-2603_20260325.xer.226242291,A3730 - Rain Event (19 January 2026),,Rain Event (19 January 2026)
C4068-C-2603_20260325.xer.128711224,PR_FF,621050,0,621050 - UZF Conformance - Fill 1 (Ch 70 - 490),A3720,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711464,TK_Complete,,C4068-C-2603_20260325.xer.226242288,A3720 - Rain Event (15 & 16 January 2026),,Rain Event (15 & 16 January 2026)
C4068-C-2603_20260325.xer.128711201,PR_FF,611050,0,611050 - Fire Trail Import Spread and Compact DGB,A3720,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711464,TK_Complete,,C4068-C-2603_20260325.xer.226242287,A3720 - Rain Event (15 & 16 January 2026),,Rain Event (15 & 16 January 2026)
C4068-C-2603_20260325.xer.128711344,PR_FF,623500,0,623500 - Construct Crane Lifting Pad,623350,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711341,TK_Complete,,C4068-C-2603_20260325.xer.226242119,623350 - Place Rip Rap Abutment B,,Place Rip Rap Abutment B
C4068-C-2603_20260325.xer.128711270,PR_FF,622020,0,622020 - Foundation Treatment - Fill 2,A3140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711458,TK_Complete,,C4068-C-2603_20260325.xer.226242116,A3140 - Rain Event (30-31 July 2025),,Rain Event (30-31 July 2025)
C4068-C-2603_20260325.xer.128711197,PR_FF,600150,0,600150 - Treatment and Disposal Off Site of Spoil and Contaminated Material (if required),A3140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711458,TK_Complete,,C4068-C-2603_20260325.xer.226242115,A3140 - Rain Event (30-31 July 2025),,Rain Event (30-31 July 2025)
C4068-C-2603_20260325.xer.128711220,PR_FF,621020,0,621020 - Foundation Treatment - Fill 1 (Ch 70 - 490),A3140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711458,TK_Complete,,C4068-C-2603_20260325.xer.226242114,A3140 - Rain Event (30-31 July 2025),,Rain Event (30-31 July 2025)
C4068-C-2603_20260325.xer.128711220,PR_FF,621020,0,621020 - Foundation Treatment - Fill 1 (Ch 70 - 490),A3130,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711457,TK_Complete,,C4068-C-2603_20260325.xer.226242113,A3130 - Rain Event (23 July 2025),,Rain Event (23 July 2025)
C4068-C-2603_20260325.xer.128711219,PR_FF,621010,0,621010 - Strip Topsoil - Fill 1 (Ch 70 - 490),A3130,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711457,TK_Complete,,C4068-C-2603_20260325.xer.226242112,A3130 - Rain Event (23 July 2025),,Rain Event (23 July 2025)
C4068-C-2603_20260325.xer.128711200,PR_FF,611040,0,611040 - Fire Trail General Earthworks Cut / Fill / Import,A3130,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711457,TK_Complete,,C4068-C-2603_20260325.xer.226242111,A3130 - Rain Event (23 July 2025),,Rain Event (23 July 2025)
C4068-C-2603_20260325.xer.128711199,PR_FF,611030,0,611030 - Strip Top soil (East),A3130,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711457,TK_Complete,,C4068-C-2603_20260325.xer.226242110,A3130 - Rain Event (23 July 2025),,Rain Event (23 July 2025)
C4068-C-2603_20260325.xer.128711270,PR_FF,622020,0,622020 - Foundation Treatment - Fill 2,A3150,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711459,TK_Complete,,C4068-C-2603_20260325.xer.226242101,A3150 - Rain Event (10-12 September 2025),,Rain Event (10-12 September 2025)
C4068-C-2603_20260325.xer.128711220,PR_FF,621020,0,621020 - Foundation Treatment - Fill 1 (Ch 70 - 490),A3150,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711459,TK_Complete,,C4068-C-2603_20260325.xer.226242100,A3150 - Rain Event (10-12 September 2025),,Rain Event (10-12 September 2025)
C4068-C-2603_20260325.xer.128711200,PR_FF,611040,0,611040 - Fire Trail General Earthworks Cut / Fill / Import,A3150,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711459,TK_Complete,,C4068-C-2603_20260325.xer.226242099,A3150 - Rain Event (10-12 September 2025),,Rain Event (10-12 September 2025)
C4068-C-2603_20260325.xer.128711197,PR_FF,600150,0,600150 - Treatment and Disposal Off Site of Spoil and Contaminated Material (if required),A3150,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711459,TK_Complete,,C4068-C-2603_20260325.xer.226242098,A3150 - Rain Event (10-12 September 2025),,Rain Event (10-12 September 2025)
C4068-C-2603_20260325.xer.128711220,PR_FF,621020,0,621020 - Foundation Treatment - Fill 1 (Ch 70 - 490),NEW-ID-A1140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711453,TK_Complete,,C4068-C-2603_20260325.xer.226242064,NEW-ID-A1140 - Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25,,Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25
C4068-C-2603_20260325.xer.128711222,PR_FF,621030,0,621030 - Cut To Fill - Fill 1 (Ch 70 - 490),NEW-ID-A1140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711453,TK_Complete,,C4068-C-2603_20260325.xer.226242063,NEW-ID-A1140 - Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25,,Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25
C4068-C-2603_20260325.xer.128711200,PR_FF,611040,0,611040 - Fire Trail General Earthworks Cut / Fill / Import,NEW-ID-A1140,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711453,TK_Complete,,C4068-C-2603_20260325.xer.226242062,NEW-ID-A1140 - Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25,,Flood Event (05 Aug 2025 - 11 Aug 2025) - Ref. LET-000042 dated 05AUG25
C4068-C-2603_20260325.xer.128711220,PR_FF,621020,0,621020 - Foundation Treatment - Fill 1 (Ch 70 - 490),NEW-ID-A1160,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711455,TK_Complete,,C4068-C-2603_20260325.xer.226242061,NEW-ID-A1160 - Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25,,Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25
C4068-C-2603_20260325.xer.128711200,PR_FF,611040,0,611040 - Fire Trail General Earthworks Cut / Fill / Import,NEW-ID-A1160,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711455,TK_Complete,,C4068-C-2603_20260325.xer.226242060,NEW-ID-A1160 - Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25,,Flood Event (25 Aug 2025 - 26 Aug 2025) - Ref. LET-000055 dated 26AUG25
C4068-C-2603_20260325.xer.128711351,PR_FF,623700,0,623700 - Precast Parapet Preparation,623610,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711350,TK_Complete,,C4068-C-2603_20260325.xer.226241987,623610 - Curing Allowance Deck Slab,,Curing Allowance Deck Slab
C4068-C-2603_20260325.xer.128711328,PR_FF,623200,0,623200 - Trim Earthworks and Blind Sill Beam Soffit - Abut A,623190,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711322,TK_Complete,,C4068-C-2603_20260325.xer.226241984,623190 - Conduct Pile Integrity Testing,,Conduct Pile Integrity Testing
C4068-C-2603_20260325.xer.128711130,PR_FF,142030,0,142030 - Principal Review and Approve Revised Traffic Management Plan - Rev B,A2770,Project Management,Project Management,Internal Link,Project Management ? Project Management,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711162,TK_Complete,,C4068-C-2603_20260325.xer.226241906,A2770 - Traffic Management Risk Assessment  Workshop,,Traffic Management Risk Assessment  Workshop
