task_id_key,pred_type,task_code,remaining_duration,TaskCodeAndName,predecessor_task_code,Successor_Level_2,Predecessor_Level_2,Link_Type,WBS_Link_Direction,CriticalLink,Is Driving Predecessor,Type Validity,early_start_date,early_end_date,predecessor_status_code,task_type,predecessor_task_type,lag,start,finish,predecessor_start,predecessor_finish,free_float,pred_task_id_key,status_code,total_float,task_pred_id_key,PredTaskCodeAndName,predecessor_Total Float,predecessor_name
C4068-C-2603_20260325.xer.128711348,PR_FS,623570,0,623570 - Abutment A - Diaphragm,A3800,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711476,TK_Complete,,C4068-C-2603_20260325.xer.226242322,A3800 - Removal & Reinstallation for Diaphragm Reinforcement Day#2,,Removal & Reinstallation for Diaphragm Reinforcement Day#2
C4068-C-2603_20260325.xer.128711347,PR_FS,623580,0,623580 - Abutment B - Diaphragm,A3800,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711476,TK_Complete,,C4068-C-2603_20260325.xer.226242321,A3800 - Removal & Reinstallation for Diaphragm Reinforcement Day#2,,Removal & Reinstallation for Diaphragm Reinforcement Day#2
C4068-C-2603_20260325.xer.128711476,PR_FS,A3800,0,A3800 - Removal & Reinstallation for Diaphragm Reinforcement Day#2,A3790,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711475,TK_Complete,,C4068-C-2603_20260325.xer.226242320,A3790 - Removal & Reinstallation for Diaphragm Reinforcement Day#1,,Removal & Reinstallation for Diaphragm Reinforcement Day#1
C4068-C-2603_20260325.xer.128711475,PR_FS,A3790,0,A3790 - Removal & Reinstallation for Diaphragm Reinforcement Day#1,623225,Claims for Extension of Time,Construction,Cross-WBS Link,Construction ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711333,TK_Complete,,C4068-C-2603_20260325.xer.226242319,623225 - Construct Mortar Pads and Install Bearings - Abut A,,Construct Mortar Pads and Install Bearings - Abut A
C4068-C-2603_20260325.xer.128711475,PR_FS,A3790,0,A3790 - Removal & Reinstallation for Diaphragm Reinforcement Day#1,623325,Claims for Extension of Time,Construction,Cross-WBS Link,Construction ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711342,TK_Complete,,C4068-C-2603_20260325.xer.226242318,623325 - Construct Mortar Pads and Install Bearings - Abut B,,Construct Mortar Pads and Install Bearings - Abut B
C4068-C-2603_20260325.xer.128711467,PR_FS,A3750,0,A3750 - Rain Event (19 March 2026),A3740,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711466,TK_Complete,,C4068-C-2603_20260325.xer.226242303,A3740 - Rain Event (9&10 March 2026),,Rain Event (9&10 March 2026)
C4068-C-2603_20260325.xer.128711466,PR_FS,A3740,0,A3740 - Rain Event (9&10 March 2026),A3730,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711465,TK_Complete,,C4068-C-2603_20260325.xer.226242302,A3730 - Rain Event (19 January 2026),,Rain Event (19 January 2026)
C4068-C-2603_20260325.xer.128711274,PR_FS,622050,0,622050 - UZF Conformance - Fill 2,A3730,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711465,TK_Complete,,C4068-C-2603_20260325.xer.226242293,A3730 - Rain Event (19 January 2026),,Rain Event (19 January 2026)
C4068-C-2603_20260325.xer.128711465,PR_FS,A3730,0,A3730 - Rain Event (19 January 2026),A3720,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711464,TK_Complete,,C4068-C-2603_20260325.xer.226242290,A3720 - Rain Event (15 & 16 January 2026),,Rain Event (15 & 16 January 2026)
C4068-C-2603_20260325.xer.128711274,PR_FS,622050,0,622050 - UZF Conformance - Fill 2,A3720,Construction,Claims for Extension of Time,Cross-WBS Link,Claims for Extension of Time ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711464,TK_Complete,,C4068-C-2603_20260325.xer.226242289,A3720 - Rain Event (15 & 16 January 2026),,Rain Event (15 & 16 January 2026)
C4068-C-2603_20260325.xer.128711464,PR_FS,A3720,0,A3720 - Rain Event (15 & 16 January 2026),A3710,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711463,TK_Complete,,C4068-C-2603_20260325.xer.226242286,A3710 - Rain Event (14 January 2026 - Half Day),,Rain Event (14 January 2026 - Half Day)
C4068-C-2603_20260325.xer.128711463,PR_FS,A3710,0,A3710 - Rain Event (14 January 2026 - Half Day),A3700,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711462,TK_Complete,,C4068-C-2603_20260325.xer.226242285,A3700 - Rain Event (12 January 2026),,Rain Event (12 January 2026)
C4068-C-2603_20260325.xer.128711462,PR_FS,A3700,0,A3700 - Rain Event (12 January 2026),A3690,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711461,TK_Complete,,C4068-C-2603_20260325.xer.226242284,A3690 - Rain Event (12 December 2025 - Half Day),,Rain Event (12 December 2025 - Half Day)
C4068-C-2603_20260325.xer.128711461,PR_FS,A3690,0,A3690 - Rain Event (12 December 2025 - Half Day),A3160,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711460,TK_Complete,,C4068-C-2603_20260325.xer.226242283,A3160 - Rain Event (28-29 October 2025),,Rain Event (28-29 October 2025)
C4068-C-2603_20260325.xer.128711276,PR_FS,622070,0,622070 - Conform SMZ Layer 1 - Fill 2,622140,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711366,TK_Complete,,C4068-C-2603_20260325.xer.226242278,622140 - Construct Eastbound Type 3 Pavement Widening Ch 980-  Ch 1078 (Nightworks) - Fill 2,,Construct Eastbound Type 3 Pavement Widening Ch 980-  Ch 1078 (Nightworks) - Fill 2
C4068-C-2603_20260325.xer.128711226,PR_FS,621070,0,621070 - Conform SMZ Layer 1 - Fill 1,621140,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711365,TK_Complete,,C4068-C-2603_20260325.xer.226242277,621140 - Construct Eastbound Type 3 Pavement Widening Ch 70.5 - Ch 115 (Nightworks) - Fill 1,,Construct Eastbound Type 3 Pavement Widening Ch 70.5 - Ch 115 (Nightworks) - Fill 1
C4068-C-2603_20260325.xer.128711279,PR_FS,622100,0,622100 - SMZ Beam and Trim - Fill 2,622130,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711370,TK_Complete,,C4068-C-2603_20260325.xer.226242246,622130 - Install Transverse Interface Drain Ch 1078  (Night Works) - Fill 2,,Install Transverse Interface Drain Ch 1078  (Night Works) - Fill 2
C4068-C-2603_20260325.xer.128711370,PR_FS,622130,0,622130 - Install Transverse Interface Drain Ch 1078  (Night Works) - Fill 2,622080,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711277,TK_Complete,,C4068-C-2603_20260325.xer.226242245,622080 - Import Spread and Compact SMZ Layer 2 - Fill 2,,Import Spread and Compact SMZ Layer 2 - Fill 2
C4068-C-2603_20260325.xer.128711370,PR_FS,622130,0,622130 - Install Transverse Interface Drain Ch 1078  (Night Works) - Fill 2,622060,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711275,TK_Complete,,C4068-C-2603_20260325.xer.226242244,622060 - Import Spread and Compact SMZ Layer 1 - Fill 2,,Import Spread and Compact SMZ Layer 1 - Fill 2
C4068-C-2603_20260325.xer.128711229,PR_FS,621100,0,621100 - SMZ Beam and Trim - Fill 1,621130,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711369,TK_Complete,,C4068-C-2603_20260325.xer.226242243,621130 - Install Transverse Interface Drain Ch 70.5  (Night Works) - Fill 1,,Install Transverse Interface Drain Ch 70.5  (Night Works) - Fill 1
C4068-C-2603_20260325.xer.128711369,PR_FS,621130,0,621130 - Install Transverse Interface Drain Ch 70.5  (Night Works) - Fill 1,621080,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711227,TK_Complete,,C4068-C-2603_20260325.xer.226242242,621080 - Import Spread and Compact SMZ Layer 2 - Fill 1,,Import Spread and Compact SMZ Layer 2 - Fill 1
C4068-C-2603_20260325.xer.128711369,PR_FS,621130,0,621130 - Install Transverse Interface Drain Ch 70.5  (Night Works) - Fill 1,621060,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711225,TK_Complete,,C4068-C-2603_20260325.xer.226242241,621060 - Import Spread and Compact SMZ Layer 1 - Fill 1,,Import Spread and Compact SMZ Layer 1 - Fill 1
C4068-C-2603_20260325.xer.128711368,PR_FS,622120,0,622120 - Install Longitudinal Interface Drain Ch 776.9 - Ch 1078  (Night Works) - Fill 2,622080,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711277,TK_Complete,,C4068-C-2603_20260325.xer.226242195,622080 - Import Spread and Compact SMZ Layer 2 - Fill 2,,Import Spread and Compact SMZ Layer 2 - Fill 2
C4068-C-2603_20260325.xer.128711368,PR_FS,622120,0,622120 - Install Longitudinal Interface Drain Ch 776.9 - Ch 1078  (Night Works) - Fill 2,622060,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711275,TK_Complete,,C4068-C-2603_20260325.xer.226242194,622060 - Import Spread and Compact SMZ Layer 1 - Fill 2,,Import Spread and Compact SMZ Layer 1 - Fill 2
C4068-C-2603_20260325.xer.128711366,PR_FS,622140,0,622140 - Construct Eastbound Type 3 Pavement Widening Ch 980-  Ch 1078 (Nightworks) - Fill 2,622050,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711274,TK_Complete,,C4068-C-2603_20260325.xer.226242191,622050 - UZF Conformance - Fill 2,,UZF Conformance - Fill 2
C4068-C-2603_20260325.xer.128711365,PR_FS,621140,0,621140 - Construct Eastbound Type 3 Pavement Widening Ch 70.5 - Ch 115 (Nightworks) - Fill 1,621050,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711224,TK_Complete,,C4068-C-2603_20260325.xer.226242188,621050 - UZF Conformance - Fill 1 (Ch 70 - 490),,UZF Conformance - Fill 1 (Ch 70 - 490)
C4068-C-2603_20260325.xer.128711309,PR_FS,A3520,0,A3520 - Place and Compact SMZ Layer 1 - Fill 2,A3510,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711308,TK_Complete,,C4068-C-2603_20260325.xer.226242182,A3510 - Trim & Conform Subgrade - Fill 2,,Trim & Conform Subgrade - Fill 2
C4068-C-2603_20260325.xer.128711311,PR_FS,A3540,0,A3540 - SMZ Beam and Trim - Fill 2,A3530,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711310,TK_Complete,,C4068-C-2603_20260325.xer.226242181,A3530 - Place and Compact SMZ Layer 2 - Fill 2,,Place and Compact SMZ Layer 2 - Fill 2
C4068-C-2603_20260325.xer.128711310,PR_FS,A3530,0,A3530 - Place and Compact SMZ Layer 2 - Fill 2,A3520,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711309,TK_Complete,,C4068-C-2603_20260325.xer.226242180,A3520 - Place and Compact SMZ Layer 1 - Fill 2,,Place and Compact SMZ Layer 1 - Fill 2
C4068-C-2603_20260325.xer.128711308,PR_FS,A3510,0,A3510 - Trim & Conform Subgrade - Fill 2,A3500,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711307,TK_Complete,,C4068-C-2603_20260325.xer.226242178,A3500 - UCS Results - Fill 2,,UCS Results - Fill 2
C4068-C-2603_20260325.xer.128711279,PR_FS,622100,0,622100 - SMZ Beam and Trim - Fill 2,622120,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711368,TK_Complete,,C4068-C-2603_20260325.xer.226242166,622120 - Install Longitudinal Interface Drain Ch 776.9 - Ch 1078  (Night Works) - Fill 2,,Install Longitudinal Interface Drain Ch 776.9 - Ch 1078  (Night Works) - Fill 2
C4068-C-2603_20260325.xer.128711279,PR_FS,622100,0,622100 - SMZ Beam and Trim - Fill 2,A3400,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711281,TK_Complete,,C4068-C-2603_20260325.xer.226242165,A3400 - Tie SMZ into existing pavement - Fill 2,,Tie SMZ into existing pavement - Fill 2
C4068-C-2603_20260325.xer.128711282,PR_FS,A3390,0,A3390 - Remove Barrier CH180-280 - Fill 2,622090,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711278,TK_Complete,,C4068-C-2603_20260325.xer.226242164,622090 - Conform SMZ Layer 2 - Fill 2,,Conform SMZ Layer 2 - Fill 2
C4068-C-2603_20260325.xer.128711281,PR_FS,A3400,0,A3400 - Tie SMZ into existing pavement - Fill 2,A3390,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711282,TK_Complete,,C4068-C-2603_20260325.xer.226242163,A3390 - Remove Barrier CH180-280 - Fill 2,,Remove Barrier CH180-280 - Fill 2
C4068-C-2603_20260325.xer.128711275,PR_FS,622060,0,622060 - Import Spread and Compact SMZ Layer 1 - Fill 2,622400,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711266,TK_Complete,,C4068-C-2603_20260325.xer.226242162,622400 - Topsoil and Hydromulch - Fill 2,,Topsoil and Hydromulch - Fill 2
C4068-C-2603_20260325.xer.128711267,PR_FS,622410,0,622410 - Install Rip Rap Scour Protection - Fill 2,622030,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711272,TK_Complete,,C4068-C-2603_20260325.xer.226242161,622030 - Cut To Fill - Fill 2,,Cut To Fill - Fill 2
C4068-C-2603_20260325.xer.128711266,PR_FS,622400,0,622400 - Topsoil and Hydromulch - Fill 2,622410,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711267,TK_Complete,,C4068-C-2603_20260325.xer.226242160,622410 - Install Rip Rap Scour Protection - Fill 2,,Install Rip Rap Scour Protection - Fill 2
C4068-C-2603_20260325.xer.128711262,PR_FS,A3330,0,A3330 - SMZ Beam and Trim - Fill 1,A3320,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711261,TK_Complete,,C4068-C-2603_20260325.xer.226242152,A3320 - Place and Compact SMZ Layer 2 - Fill 1,,Place and Compact SMZ Layer 2 - Fill 1
C4068-C-2603_20260325.xer.128711261,PR_FS,A3320,0,A3320 - Place and Compact SMZ Layer 2 - Fill 1,A3310,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711260,TK_Complete,,C4068-C-2603_20260325.xer.226242151,A3310 - Place and Compact SMZ Layer 1 - Fill 1,,Place and Compact SMZ Layer 1 - Fill 1
C4068-C-2603_20260325.xer.128711260,PR_FS,A3310,0,A3310 - Place and Compact SMZ Layer 1 - Fill 1,A3300,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711259,TK_Complete,,C4068-C-2603_20260325.xer.226242150,A3300 - Trim & Conform Subgrade - Fill 1,,Trim & Conform Subgrade - Fill 1
C4068-C-2603_20260325.xer.128711259,PR_FS,A3300,0,A3300 - Trim & Conform Subgrade - Fill 1,A3290,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711258,TK_Complete,,C4068-C-2603_20260325.xer.226242149,A3290 - UCS Results - Fill 1,,UCS Results - Fill 1
C4068-C-2603_20260325.xer.128711231,PR_FS,A3190,0,A3190 - Tie SMZ into existing pavement - Fill 1,A3210,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711232,TK_Complete,,C4068-C-2603_20260325.xer.226242139,A3210 - Remove Barrier CH180-280 - Fill 1,,Remove Barrier CH180-280 - Fill 1
C4068-C-2603_20260325.xer.128711232,PR_FS,A3210,0,A3210 - Remove Barrier CH180-280 - Fill 1,621090,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711228,TK_Complete,,C4068-C-2603_20260325.xer.226242138,621090 - Conform SMZ Layer 2 - Fill 1,,Conform SMZ Layer 2 - Fill 1
C4068-C-2603_20260325.xer.128711229,PR_FS,621100,0,621100 - SMZ Beam and Trim - Fill 1,A3190,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711231,TK_Complete,,C4068-C-2603_20260325.xer.226242136,A3190 - Tie SMZ into existing pavement - Fill 1,,Tie SMZ into existing pavement - Fill 1
C4068-C-2603_20260325.xer.128711231,PR_FS,A3190,0,A3190 - Tie SMZ into existing pavement - Fill 1,621090,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711228,TK_Complete,,C4068-C-2603_20260325.xer.226242135,621090 - Conform SMZ Layer 2 - Fill 1,,Conform SMZ Layer 2 - Fill 1
C4068-C-2603_20260325.xer.128711225,PR_FS,621060,0,621060 - Import Spread and Compact SMZ Layer 1 - Fill 1,621400,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711216,TK_Complete,,C4068-C-2603_20260325.xer.226242134,621400 - Topsoil and Hydromulch - Fill 1 (Ch 70 - 490),,Topsoil and Hydromulch - Fill 1 (Ch 70 - 490)
C4068-C-2603_20260325.xer.128711367,PR_FS,621120,0,621120 - Install Longitudinal Interface Drain Ch 70.5 Ch 273.4  (Night Works) - Fill 1,621060,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711225,TK_Complete,,C4068-C-2603_20260325.xer.226242132,621060 - Import Spread and Compact SMZ Layer 1 - Fill 1,,Import Spread and Compact SMZ Layer 1 - Fill 1
C4068-C-2603_20260325.xer.128711229,PR_FS,621100,0,621100 - SMZ Beam and Trim - Fill 1,621120,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711367,TK_Complete,,C4068-C-2603_20260325.xer.226242131,621120 - Install Longitudinal Interface Drain Ch 70.5 Ch 273.4  (Night Works) - Fill 1,,Install Longitudinal Interface Drain Ch 70.5 Ch 273.4  (Night Works) - Fill 1
C4068-C-2603_20260325.xer.128711367,PR_FS,621120,0,621120 - Install Longitudinal Interface Drain Ch 70.5 Ch 273.4  (Night Works) - Fill 1,621080,Construction,Construction,Internal Link,Construction ? Construction,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711227,TK_Complete,,C4068-C-2603_20260325.xer.226242130,621080 - Import Spread and Compact SMZ Layer 2 - Fill 1,,Import Spread and Compact SMZ Layer 2 - Fill 1
C4068-C-2603_20260325.xer.128711460,PR_FS,A3160,0,A3160 - Rain Event (28-29 October 2025),A3150,Claims for Extension of Time,Claims for Extension of Time,Internal Link,Claims for Extension of Time ? Claims for Extension of Time,,Not Driving,Valid,25/03/2026,25/03/2026,TK_Complete,TT_Task,TT_Task,0,25-Mar-26,25-Mar-26,25-Mar-26,25-Mar-26,,C4068-C-2603_20260325.xer.128711459,TK_Complete,,C4068-C-2603_20260325.xer.226242129,A3150 - Rain Event (10-12 September 2025),,Rain Event (10-12 September 2025)
